stamp,x,y,yaw,nearest_path_error_m,dist_to_path_end_m,request_file
249.766,4.913545417818242,0.2705562411382974,-0.18786281478049605,0.28403357970336357,0.28403357970336357,lt_dwa_scout_bridge_request_249781000000.txt
250.066,4.913151555276414,0.27059438980795647,-0.18773492506174355,0.28419003526944114,0.28419003526944114,lt_dwa_scout_bridge_request_250078000000.txt
250.366,4.913525867477906,0.2708862769254768,-0.1878160037850547,0.2843539178945753,0.2843539178945753,lt_dwa_scout_bridge_request_250379000000.txt
250.666,4.9134868074679465,0.2712627776694729,-0.18785467198416075,0.2847244756445188,0.2847244756445188,lt_dwa_scout_bridge_request_250678000000.txt
250.966,4.913198832800156,0.2713218000038959,-0.18764827324451827,0.28486832358935493,0.28486832358935493,lt_dwa_scout_bridge_request_250979000000.txt
251.266,4.912996247443679,0.2709244254829909,-0.18762414982122275,0.2845517479864962,0.2845517479864962,lt_dwa_scout_bridge_request_251276000000.txt
251.566,4.913100385991937,0.2707461693874276,-0.18778463234319584,0.28435019105447445,0.28435019105447445,lt_dwa_scout_bridge_request_251576000000.txt
251.866,4.913050460181113,0.27052097034006545,-0.18766578970499034,0.28415104762862825,0.28415104762862825,lt_dwa_scout_bridge_request_251881000000.txt
252.166,4.913058623637273,0.2702719747603828,-0.18769580203519062,0.283911506044969,0.283911506044969,lt_dwa_scout_bridge_request_252177000000.txt
252.466,4.913199596475737,0.2707309979150394,-0.1875817000855117,0.2843054401239064,0.2843054401239064,lt_dwa_scout_bridge_request_252479000000.txt
252.766,4.9130693329895125,0.2707609053409263,-0.18766445603734902,0.2843737131450909,0.2843737131450909,lt_dwa_scout_bridge_request_252781000000.txt
253.066,4.913020734619364,0.2702788784602498,-0.18787057611697675,0.28392968275241276,0.28392968275241276,lt_dwa_scout_bridge_request_253082000000.txt
253.366,4.913139270150913,0.2716366601285891,-0.18766969021003066,0.285186362780079,0.285186362780079,lt_dwa_scout_bridge_request_253378000000.txt
253.666,4.913088497420851,0.2704253781825038,-0.18773500680315172,0.28404840158979194,0.28404840158979194,lt_dwa_scout_bridge_request_253681000000.txt
253.966,4.913116825574444,0.27075551862747155,-0.18793727310181765,0.2843540695426968,0.2843540695426968,lt_dwa_scout_bridge_request_253980000000.txt
254.266,4.9130256487608515,0.2718859448042792,-0.18793677665960185,0.28545841160418883,0.28545841160418883,lt_dwa_scout_bridge_request_254285000000.txt
254.566,4.912841608205003,0.2704075658499017,-0.18767555148357504,0.28410708708013477,0.28410708708013477,lt_dwa_scout_bridge_request_254581000000.txt
254.866,4.912886863547055,0.27111688616989815,-0.1877351614754032,0.2847684401564386,0.2847684401564386,lt_dwa_scout_bridge_request_254882000000.txt
255.166,4.91282750812862,0.2702239206052546,-0.1876690834842345,0.28393663132174557,0.28393663132174557,lt_dwa_scout_bridge_request_255183000000.txt
255.466,4.912905464814405,0.27025957446274645,-0.18773729194901964,0.28394664225516,0.28394664225516,lt_dwa_scout_bridge_request_255480000000.txt
255.766,4.913162083063237,0.27086559683249917,-0.18777940376079144,0.28444506563718464,0.28444506563718464,lt_dwa_scout_bridge_request_255784000000.txt
256.066,4.91265456544522,0.27134600365870737,-0.18770220762340342,0.28505767598700915,0.28505767598700915,lt_dwa_scout_bridge_request_256080000000.txt
256.266,4.9127568884032,0.2707732856890125,-0.1877553183404968,0.28448116416366737,0.28448116416366737,lt_dwa_scout_bridge_request_256286000000.txt
256.566,4.91283122403011,0.27020437761702887,-0.187598428148573,0.2839168913388124,0.2839168913388124,lt_dwa_scout_bridge_request_256585000000.txt
256.866,4.91281072570456,0.2705983643771692,-0.1878865387886041,0.28429816101368804,0.28429816101368804,lt_dwa_scout_bridge_request_256885000000.txt
257.166,4.91247125478425,0.27052785944575763,-0.1876487294488535,0.2843353723604355,0.2843353723604355,lt_dwa_scout_bridge_request_257178000000.txt
257.466,4.9125275021645365,0.2704701355189606,-0.18773824772467212,0.2842631388084291,0.2842631388084291,lt_dwa_scout_bridge_request_257479000000.txt
257.666,4.912699322194563,0.2706639954277489,-0.18784734745607412,0.28439480791006233,0.28439480791006233,lt_dwa_scout_bridge_request_257679000000.txt
257.966,4.912558988022498,0.2709245947456299,-0.18765240534818234,0.28468590870243926,0.28468590870243926,lt_dwa_scout_bridge_request_257980000000.txt
258.266,4.9127270267067935,0.2700995684597851,-0.18775337261913785,0.2838491654904045,0.2838491654904045,lt_dwa_scout_bridge_request_258282000000.txt
258.586,4.9130486287149795,0.2707406535120207,-0.1877979819047935,0.28436076106323405,0.28436076106323405,lt_dwa_scout_bridge_request_258587000000.txt
258.866,4.91326116973701,0.27095961340518937,-0.18788578381991436,0.28450437039188287,0.28450437039188287,lt_dwa_scout_bridge_request_258882000000.txt
259.066,4.913274286322761,0.27103887846917407,-0.18789954816365,0.2845758652005722,0.2845758652005722,lt_dwa_scout_bridge_request_259082000000.txt
259.386,4.913367835034675,0.27105139766145725,-0.18776605822831902,0.2845592946659955,0.2845592946659955,lt_dwa_scout_bridge_request_259387000000.txt
259.666,4.913216036663157,0.2706534420731051,-0.1877874043521532,0.2842265680728497,0.2842265680728497,lt_dwa_scout_bridge_request_259682000000.txt
259.886,4.91332470075622,0.2708653424890434,-0.18771377992970467,0.284395220179077,0.284395220179077,lt_dwa_scout_bridge_request_259891000000.txt
260.166,4.913280540165471,0.27066090072192595,-0.18769794595836117,0.28421398257931807,0.28421398257931807,lt_dwa_scout_bridge_request_260184000000.txt
260.466,4.913781113020319,0.271508980401259,-0.18761931457371483,0.28486983503092506,0.28486983503092506,lt_dwa_scout_bridge_request_260484000000.txt
260.766,4.9138779052138695,0.2707532707978935,-0.18792606020302738,0.2841203070146674,0.2841203070146674,lt_dwa_scout_bridge_request_260785000000.txt
261.086,4.913732028905691,0.27016293078469455,-0.18815898055180327,0.28360213681653457,0.28360213681653457,lt_dwa_scout_bridge_request_261086000000.txt
261.386,4.913522420241843,0.27036659082764797,-0.18761463324750483,0.2838599394712002,0.2838599394712002,lt_dwa_scout_bridge_request_261386000000.txt
261.686,4.913564641991862,0.27120388106650783,-0.1878488026683034,0.2846447192897343,0.2846447192897343,lt_dwa_scout_bridge_request_261687000000.txt
261.986,4.9134544776936115,0.2709452441675871,-0.18775984754775643,0.2844318068857966,0.2844318068857966,lt_dwa_scout_bridge_request_261988000000.txt
